number,short_description,kb_category,meta
KB0015666,Software - Download ANSYS,Software,"ansys, software, download, hprc, "
KB0015346,Connect to build.tamu.edu,Other Tech Support,"KCS, build.tamu.edu, build tamu edu, build website, unable to connect,computer engineering,computer science, build, server"
KB0015701,Exchange - CVM employee exchange access extension,Exchange,"KCS,exchage,Vet med,veterinary,medicine,CVM,exchange access,terminated,employee,access_extension,email,access,reinstate,identity management,exchange_server"
KB0015700,OAL - Update OAL software,Open Access Labs,"KCS,open_access_lab,software,updates,programs,version,computer lab,install,request_update,software request,installation"
KB0015329,Software - Switch Default Applications for PDF Viewing,Software,"KCS, Foxit PhantomPDF, adobe acrobat DC crashing, right click not working, right click crashed computer, acrobat crashing, acrobat right clicking not working, "
KB0015604,Hardware - Borrowing HDC tools,Hardware Repair,"KCS, tools, screwdrivers,screw_driver,inspection,HDD,SSD,hardware,borrow"
KB0015618,Windows - Screen Back Light Not Adjusting ,Windows 10 OS,"KCS,Windows10,brightness,Display,screen,black_screen,back_light,device_manager,update_driver,display_adapter_driver,function_keys"
KB0015619,Hardware - TI Calculator Charging Trouble,Hardware Repair,"KCS,TI_84,calculator,charging,battery,silver_edition,charger,texas_instruments"
KB0015697,Directory - Chartwells Catering Contact,Public Directory,"KCS, Chartwells, Chart  wells, catering, food_service, chartwells_contact,chartwells_directory, chartwells_phone"
KB0015615,Purchase Windows,Windows Applications,"KCS,Windows,Microsoft, Software,software_center,purchase,check_out,versions"
KB0015692,Disable Listserv Lists,Listserv,"listserv, disable list, listserv list, disable a list, owner, subscriber disable, disale email delivery, disable listserv, "
KB0015680,Retiree Parking Permit,"Access, Accounts, and ID","retiree, parking, permit, transportation, retiree parking, retiree permit, transportation services"
KB0015675,Neo Account Forwarding,"Email, Calendar, and Collaboration","neo, email account, neo account, gmail, account forwarding, forwarding address"
KB0015673,Sapling issue,Software,"sapling, saping homework, flash player, saplinglearning, sapling learning, adobe, "
KB0015668,Reinstall of Windows from built in Features Failed ,Windows Applications,"windows, reinstall, fresh install, refresh windows, windows os install, os install, "
KB0014843,Office 2016 - Couldn't stream office error,Windows Applications,"KCS, office error, can't install office, error code 30179-25, office won't install, couldn't stream office, microsoft office, software,"
KB0014658,Voicemail - Password Expiry Date,Telecom,"KCS, voicemail password exipre, voicemail password expiry date, voicemail password lifecycle, VOIP password lifecycle, "
KB0014700,Outlook - sent mails not being saved,Exchange,"KCS, Outlook, mailbox rules, exchange, sent items not saved, outlook filter, inbox rules"
KB0014661,Exchange - missing folder,Exchange,"KCS, exchange folder, missing folder, exchange mailbox folder, folders in mailbox, email folder, exchange email folder, outlook folder, "
KB0014635,Departmental - Cannot log into in Hobgood building labs,Teaching and Classroom Technology,"KCS, hopgood_computer_lab, log_in"
KB0015662,Black screen with mouse,Windows 8 OS,"black screen, screen, mouse, windows, windows 8.1, asus"
KB0015295,"Soil, Water and Forage Laboratory",Teaching and Classroom Technology,"soil water and forage lab, soil testing, testing soil, water testing, testing water, forage testing, testing forage, campus lab, "
KB0015332,"eCampus, Howdy, or TAMU Website Issues",Gmail,"ecampus, ecampus emails, not receiving emails, not getting emails from TA, not getting emails from professor, not getting emails from class"
KB0015374,Computer display will not turn on. ,Hardware Repair,"KCS, computer display, screen, issue, will not turn on, computer"
KB0015372,Reset CLAIM password.,"Access, Accounts, and ID","KCS, CLAIM, CLAIM password, claim password reset"
KB0015310,Cannot log in to Microsoft Office on iPad,Office,"KCS, microsoft office, ipad, office, netid, "
KB0015653,Issue with Google Drive,Google Apps,"google, google drive, drive, display, format, web page, "
KB0015601,Unable to access H: drive after password reset,NetID,"KCS, password, netid, drive, h, h: drive"
KB0015636,Turnitin Document Formatting Issue,eCampus,"Turnitin formatting issue, Turnitin_Formatting_issue, Turnitin Format of Submission, Turnitin_submission_format, Turnitin, Formatting, Turnitin_via_ecampus, Ecampus turnitin, "
KB0015633,Can a Windows Upgrade be purchased and installed on a new PC?,Operating Systems,"Windows OS, Windows, OS, Windows_upgrade, Windows upgrade, Windows_OS, Software Center Windows Purchase, "
KB0015628,Unable to Download Documents from Google Drive,Other Tech Support,"google_drive, download documents from drive, unable to download drive, "
KB0015587,Altium Infrastructure Server Installation Error,Software,"altium, altium server, altium infrastructure"
KB0015566,I cannnot make outgoing phonecalls,Telecom,"KCS,work_phone,not_authorized,phone,outgoing_call,authorized,telecom"
KB0015554,Setting up Gmail On Outlook Using G Suite,"Email, Calendar, and Collaboration","gsuite, g suite, outlook, set up email, setup outlook, setup email, outlook email, outlook g suite, "
KB0015550,Unable to login to computer - PIN,Windows Applications,"login to computer, unable to login, pin, password, passcode, microsoft account, face id, face recognition, incorrect password"
KB0015543,Sketchup not starting,Software,"sketchup, windows 8.1, windows, software, program, sketchup crashing, sketchup not starting, sketchup crashes, "
KB0015538,Keyboard Function Keys,Windows Applications,"keyboard, function key, volume, volume up, volume down, move volume, adjust volume, "
KB0015535,Google apps android not connecting with server error ,Google Apps,"google apps, android, mail, server, internet, connection, network, gmail, "
KB0015499,I can log into everywhere but can't log in to renew my sports pass,Other Tech Support,"sportspass, sports pass, 12thman, foundation, 12th man foundation, account"
KB0015409,No programs available in vWorkspace,VOAL,"vworkspace, voal, voal.tamu.edu, solidworks, maltabl, voal configuration, no programs availale in vworkspace"
KB0015414,exchange email over a year needs to be activated,Exchange,"exchange, exchange email, exhange account, exchange deletion, exchange account deletion, claim exchange, claim account, exchange mailbox, mailbox deletion, mailbox creation"
KB0015432,How to install AutoCad,Software,"autocad, auto cad, install software, install autocad"
KB0015441,TAMU Domain Name for Recognized Student Organization,Other Tech Support,"domain, tamu domain, domain name, student organization, organizations, website, website name, web site, student activities drupal system"
KB0015424,Please remove me from your distribution email list,"Email, Calendar, and Collaboration",KCS
KB0015408,JMP Pro 12 License,Software,"KCS, JMP, JMP_Pro,License renewal, statistics"
KB0015407,Unable to log into Google with @tamu.edu account after authenticating on CAS (Covenant Eyes),Web Applications,"KCS, covenant_eyes, gmail, content_blocker, redirect, Google, CAS, central_authentication_service, covenant, content, blocker"
KB0015406,USB ports not working,macOSX,"KCS, Mac, OSX, USB, flash_drive, usb_port, usb_drive, high_sierra"
KB0015383,Autocad error on startup,Other Tech Support,"autocad, autodesk, autocad_error, autodesk_error"
KB0015371,How do I get to the page in gateway where I print out invoices,Other Tech Support,"onlinebills, online_bills, invoices, software_invoice, billing "
KB0015305,Unable to search IT Alerts by number,Other Tech Support,"italets,it_alerts, oc, search_outage, search_italerts, search_it_alerts"
KB0015281,rich text converter ,Other Tech Support,"rtf, rich_text_converter,"
KB0015276,SAS program file not showing up,Other Tech Support,"sas,sas_program, sas_file, file_not_showing, sas_library"
KB0015273,Install Intel Parallel Studio XE,Other Tech Support,"intel,intel_parallel_studio_xe, studio_xe, parallel_studio, intel_studio, install_intel, install_intel_parallel_studio"
KB0015266,Duplicate Syncplicity Accounts,Syncplicity,"syncplicity, syncplicity_accounts, duplicate_accounts, syncplicity_accounts "
KB0015265,I'm getting an error has occured message when trying to do bulkmail,Bulkmail,"bulkmail,bulkmail_error, bulk-mail, bulk_mail "
KB0015258,OS X Installation,macOSX,"osx,mac,macintosh,install)osx,install_macos, os_x_installation, install_os_x"
KB0015169,Accessing old archives from CHILE-HUMANIDADES group,Listserv,"access_archives,listserv,accessing_old_archives, listserv_list, access_messages, access_listserv_history, listserv_history"
KB0015249,MediaMatrix Copyright Questions,Other Tech Support,"mediamatrix, media_matrix, copyright, copyright_questions, mediamatrix_questions, media_matrix"
KB0015248,Unable to Use RefWorks. ,Other Tech Support,"refworks,word,word_refworks, refworks_word, library, library_it, use_refworks"
KB0015245,IT DOM login ,Other Tech Support,"it_dom,it.dom, it_dom_login, dom_it, "
KB0015241,Unable to login to Admissions computer on AS domain,Other Tech Support,"admissions_as_domain, unable_to_login, prospective_Student_center"
KB0015240,Can't mount ISO on Windows 7,Windows Applications,"windows_7, microsoft_project, install_microsoft_project, install_project"
KB0015229,USB Port Not Working,Windows Applications,"usb, usb_port, usb_not_working, usb_port_not_working, port, bios_update"
KB0015227,Moodle document not loading,Other Tech Support,"moodle,moodle_document, moodle_not_working, moodle_not_loading"
KB0015224,Captions are not showing up on Cametasia video,Software,"captions on cametasia video, cametasia, canvas, caption visable, sharing captions"
KB0015222,Webcam showing still image,Other Tech Support,"windows_10, webcam, webcam broken, still image webcam, webcam issues"
KB0015205,Computer not booting properly ,Windows 10 OS,"Windows_10, win_10, not booting, black screen, computer not turning on, cant turn on computer, computer screen broken"
KB0015197,Virtualbox isn't running,Windows Applications,"virtualbox, virtualbox is not running, virtual machine, windows_10"
KB0015190,Excel Files open in Internet Explorer,Software,"excel, windows, microsoft_office, internet_explorer, ms_excel, excel files open in internet explorer, excel files won't open "
KB0015180,Unable to Search for eMail ,Software,"email_search, search_email, search_mail, mail_search, macOS, outlook"
KB0015321,Exchange Not Sending Emails,Exchange,"KCS, exchange not sending, exchange account not working, can receive but not send, email not sending, cannot send email"
KB0015324,TAMU Website Bad Gateway,Web Applications,"KCS, bad gateway tamu website, chrome incognito tamu, tamu website bad gateway, incognito amu website, tamu bad gateway"
KB0015339,Opting out of Proofpoint,Gmail,"KCS, proofpoint opt out, opting out of proofpoint, proofpoint, gmail opt out"
KB0015365,Google Calendar - calendar cannot be shown,Gmail,"KCS, google calendar share, sharing google calendar, tamu gmail calendar, unable to share calendar, calendar cannot be shown"
KB0015359,Screen flicker when waking from sleep,Windows 10 OS,"KCS, Windows 10 driver update, Windows update screen flickering, screen flickering, screen issue from sleep, sleep issue, sleep flickering, updated driver"
KB0015187,Cannot use OAL camera,Open Access Labs,"OAL computer camera, OAL_computer_camera, OAL computer, OAL_computer, OAL camera, OAL_camera, OAL"
